Id_precio,grupo_m,caracteristicas_m,consecutivo_m,precio,id_unidad,Comentarios,id_proveedores
1,LAM,361800,001,0,0022,,0001
2,LAM,361800,002,0,0022,,0001
3,LAM,361800,003,104600,0022,,0001
4,LAM,361800,004,152500,0022,,0001
5,LAM,363160,001,0,0022,,0001
6,LAM,363160,002,0,0022,,0001
7,LAM,363160,003,150000,0022,,0001
8,LAM,363160,004,220000,0022,,0001
9,LAM,361400,001,0,0022,,0001
10,LAM,361400,002,0,0022,,0001
11,LAM,361400,003,0,0022,,0001
12,LAM,361400,004,0,0022,,0001
13,LAM,361400,005,0,0022,,0001
14,LAM,361400,006,0,0022,,0001
15,LAM,361400,007,180000,0022,,0001
16,LAM,361400,008,290000,0022,,0001
17,LAM,361400,009,540000,0022,,0001
18,LAM,361400,010,740000,0022,,0001
19,LAM,361400,011,0,0022,,0001
20,LAM,361400,012,0,0022,,0001
21,LAM,365160,001,0,0022,,0001
22,LAM,365160,002,0,0022,,0001
23,LAM,365160,003,0,0022,,0001
24,LAM,365160,004,0,0022,,0001
25,LAM,365160,005,0,0022,,0001
26,LAM,365160,006,0,0022,,0001
27,LAM,365160,007,290000,0022,,0001
28,LAM,365160,008,332000,0022,,0001
29,LAM,365160,009,870000,0022,,0001
30,LAM,365160,010,926000,0022,,0001
31,LAM,365160,011,1580000,0022,,0001
32,LAM,365160,012,0,0022,,0001
33,LAM,363800,001,0,0022,,0001
34,LAM,363800,002,0,0022,,0001
35,LAM,363800,003,0,0022,,0001
36,LAM,363800,004,0,0022,,0001
37,LAM,363800,005,0,0022,,0001
38,LAM,363800,006,0,0022,,0001
39,LAM,363800,007,480000,0022,,0001
40,LAM,363800,008,412000,0022,,0001
41,LAM,363800,009,920000,0022,,0001
42,LAM,363800,010,960000,0022,,0001
43,LAM,363800,011,1600000,0022,,0001
44,LAM,363800,012,1680000,0022,,0001
45,LAM,361200,001,480000,0022,,0001
46,LAM,361200,002,582000,0022,,0001
47,LAM,361200,003,1300000,0022,,0001
48,LAM,361200,004,1360000,0022,,0001
49,LAM,361200,005,0,0022,,0001
50,LAM,361200,006,0,0022,,0001
51,LAM,365800,001,700000,0022,,0001
52,LAM,365800,002,780000,0022,,0001
53,LAM,365800,003,0,0022,,0001
54,LAM,365800,004,0,0022,,0001
55,LAM,365800,005,0,0022,,0001
56,LAM,365800,006,0,0022,,0001
57,LAM,363400,001,0,0022,,0001
58,LAM,363400,002,0,0022,,0001
59,LAM,363400,003,0,0022,,0001
60,LAM,363400,004,0,0022,,0001
61,LAM,363400,005,0,0022,,0001
62,LAM,363400,006,0,0022,,0001
63,LAM,360100,001,0,0022,,0001
64,LAM,360100,002,0,0022,,0001
65,LAM,360100,003,0,0022,,0001
66,LAM,360100,004,0,0022,,0001
67,LAM,360100,005,0,0022,,0001
68,LAM,360100,006,0,0022,,0001
69,LAM,360010,001,0,0022,,0001
70,LAM,360010,002,0,0022,,0001
71,LAM,360012,001,83000,0022,,0001
72,LAM,360012,002,134000,0022,,0001
73,LAM,360014,001,100000,0022,,0001
74,LAM,360014,002,124000,0022,,0001
75,LAM,360016,001,80000,0022,,0001
76,LAM,360016,002,92000,0022,,0001
77,LAM,360018,001,65400,0022,,0001
78,LAM,360018,002,81000,0022,,0001
79,LAM,360020,001,44160,0022,,0001
80,LAM,360020,002,67300,0022,,0001
81,LAM,360022,001,39600,0022,,0001
82,LAM,360022,002,51300,0022,,0001
83,LAM,GV0010,001,134000,0022,,0001
84,LAM,GV0010,002,192800,0022,,0001
85,LAM,GV0012,001,108240,0022,,0001
86,LAM,GV0012,002,161080,0022,,0001
87,LAM,GV0014,001,100000,0022,,0001
88,LAM,GV0014,002,128690,0022,,0001
89,LAM,GV0016,001,61940,0022,,0001
90,LAM,GV0016,002,92154,0022,,0001
91,LAM,GV0018,001,49130,0022,,0001
92,LAM,GV0018,002,73086,0022,,0001
93,LAM,GV0020,001,36315,0022,,0001
94,LAM,GV0020,002,54019,0022,,0001
95,LAM,GV0022,001,29900,0022,,0001
96,LAM,GV0022,002,44500,0022,,0001
97,LAM,FR3160,001,0,0022,,0001
98,LAM,FR1400,001,0,0022,,0001
99,LAM,FR3800,001,0,0022,,0001
100,LAM,FR1200,001,0,0022,,0001
101,LAM,FR5800,001,0,0022,,0001
102,LAM,FR5800,002,0,0022,,0001
103,LAM,FR3400,001,0,0022,,0001
104,LAM,IN1800,001,0,0022,,0001
105,LAM,IN3160,001,0,0022,,0001
106,LAM,IN1400,001,0,0022,,0001
107,LAM,IN5160,001,0,0022,,0001
108,LAM,IN3800,001,0,0022,,0001
109,LAM,IN1200,001,0,0022,,0001
110,LAM,IN5800,001,0,0022,,0001
111,LAM,IN3400,001,0,0022,,0001
112,LAM,AF1800,001,0,0022,,0001
113,LAM,AF3160,001,0,0022,,0001
114,LAM,AF1400,001,0,0022,,0001
115,LAM,283140,001,0,0022,,0001
116,LAM,283140,002,0,0022,,0001
117,LAM,283516,001,0,0022,,0001
118,LAM,283516,002,0,0022,,0001
119,LAM,283380,001,0,0022,,0001
120,LAM,283380,002,0,0022,,0001
121,ANG,360034,001,1900,0019,,0001
122,ANG,360100,001,2550,0019,,0001
123,ANG,360100,002,3820,0019,,0001
124,ANG,360112,001,3810,0019,,0001
125,ANG,360112,002,5825,0019,,0001
126,ANG,360112,003,7470,0019,,0001
127,ANG,360200,001,5560,0019,,0001
128,ANG,360200,002,8600,0019,,0001
129,ANG,360200,003,11340,0019,,0001
130,ANG,360212,001,10440,0019,,0001
131,ANG,360212,002,13570,0019,,0001
132,ANG,360300,001,17670,0019,,0001
133,ANG,360300,002,25200,0019,,0001
134,ANG,360300,003,31240,0019,,0001
135,ANG,360400,001,24170,0019,,0001
136,ANG,360400,002,34150,0019,,0001
137,ANG,360400,003,45570,0019,,0001
138,ANG,360500,001,41960,0019,,0001
139,ANG,360500,002,55960,0019,,0001
140,ANG,360600,001,49800,0019,,0001
141,ANG,360600,002,65700,0019,,0001
142,ANG,360600,003,86000,0019,,0001
143,CAN,530300,001,14762,0019,,0001
144,CAN,530400,001,19460,0019,,0001
145,CAN,530600,001,29524,0019,,0001
146,CAN,530800,001,41382,0019,,0001
147,CAN,531000,001,90024,0019,,0001
148,CAN,531200,001,74536,0019,,0001
149,PLT,360100,001,1.34,0020,,0001
150,PLT,360100,002,2.01,0020,,0001
151,PLT,360100,003,2.74,0020,,0001
152,PLT,360100,004,4.1,0020,,0001
153,PLT,360100,005,5.8,0020,,0001
154,PLT,360112,001,1.85,0020,,0001
155,PLT,360112,002,3.07,0020,,0001
156,PLT,360112,003,4.18,0020,,0001
157,PLT,360112,004,6.3,0020,,0001
158,PLT,360112,005,8.45,0020,,0001
159,PLT,360200,001,2.96,0020,,0001
160,PLT,360200,002,4.55,0020,,0001
161,PLT,360200,003,6.1,0020,,0001
162,PLT,360200,004,7.15,0020,,0001
163,PLT,360200,005,12,0020,,0001
164,PLT,360200,006,13.9,0020,,0001
165,PLT,360212,001,4.84,0020,,0001
166,PLT,360212,002,5.65,0020,,0001
167,PLT,360212,003,7,0020,,0001
168,PLT,360212,004,10,0020,,0001
169,PLT,360212,005,14.37,0020,,0001
170,PLT,360212,006,16.2,0020,,0001
171,PLT,360300,001,5.86,0020,,0001
172,PLT,360300,002,7.2,0020,,0001
173,PLT,360300,003,9.2,0020,,0001
174,PLT,360300,004,13.4,0020,,0001
175,PLT,360300,005,18.9,0020,,0001
176,PLT,360300,006,24.3,0020,,0001
177,PLT,360300,007,28.1,0020,,0001
178,PLT,360400,001,7.8,0020,,0001
179,PLT,360400,002,9.31,0020,,0001
180,PLT,360400,003,12.5,0020,,0001
181,PLT,360400,004,17.8,0020,,0001
182,PLT,360400,005,24.3,0020,,0001
183,PLT,360400,006,28.9,0020,,0001
184,PLT,360400,007,35.6,0020,,0001
185,HEA,000100,001,36740,0019,,0001
186,HEA,000120,001,43780,0019,,0001
187,HEA,000140,001,54340,0019,,0001
188,HEA,000160,001,66880,0019,,0001
189,HEA,000180,001,78100,0019,,0001
190,HEA,000200,001,93060,0019,,0001
191,HEA,000220,001,111100,0019,,0001
192,HEA,000240,001,132660,0019,,0001
193,HEA,000260,001,150040,0019,,0001
194,HEA,000280,001,168080,0019,,0001
195,HEA,000300,001,194260,0019,,0001
196,HEA,000320,001,214720,0019,,0001
197,HEA,000340,001,231000,0019,,0001
198,HEA,000360,001,246400,0019,,0001
199,HEA,000400,001,275000,0019,,0001
200,IPE,000080,001,13200,0019,,0001
201,IPE,000100,001,17280,0019,,0001
202,IPE,000120,001,22880,0019,,0001
203,IPE,000140,001,28380,0019,,0001
204,IPE,000160,001,34760,0019,,0001
205,IPE,000180,001,41360,0019,,0001
206,IPE,000200,001,49280,0019,,0001
207,IPE,000220,001,57640,0019,,0001
208,IPE,000240,001,67540,0019,,0001
209,IPE,000270,001,79420,0019,,0001
210,IPE,000300,001,92840,0019,,0001
211,IPE,000330,001,108020,0019,,0001
212,IPE,000360,001,125620,0019,,0001
213,IPE,000400,001,145860,0019,,0001
214,IPE,000450,001,170720,0019,,0001
215,IPE,000500,001,199540,0019,,0001
216,IPE,000550,001,233200,0019,,0001
217,IPE,000600,001,268400,0019,,0001
218,TUB,400034,001,4450,0019,,0001
219,TUB,400112,001,14100,0019,,0001
220,TUB,400114,001,10100,0019,,0001
221,TUB,400200,001,17486,0019,,0001
222,TUB,400212,001,24860,0019,,0001
223,TUB,400300,001,34680,0019,,0001
224,TUB,400312,001,34700,0019,,0001
225,TUB,400400,001,51940,0019,,0001
226,TUB,400500,001,79200,0019,,0001
227,TUB,400600,001,84320,0019,,0001
228,TUB,400800,001,135000,0019,,0001
229,TUB,401000,001,198990,0019,,0001
230,TUB,401200,001,276550,0019,,0001
231,TUB,401400,001,328640,0019,,0001
232,TUB,401600,001,470430,0019,,0001
233,TUB,401800,001,580000,0019,,0001
234,TUB,402000,001,700000,0019,,0001
235,TUB,402400,001,960000,0019,,0001
236,TUB,800012,001,8200,0019,,0001
237,TUB,800100,001,11250,0019,,0001
238,TUB,800112,001,19670,0019,,0001
239,TUB,800114,001,15280,0019,,0001
240,TUB,800200,001,28200,0019,,0001
241,TUB,800212,001,44200,0019,,0001
242,TUB,800300,001,58200,0019,,0001
243,TUB,800400,001,74300,0019,,0001
244,TUB,800500,001,88600,0019,,0001
245,TUB,800600,001,97400,0019,,0001
246,TUB,800800,001,185400,0019,,0001
247,TUB,801000,001,286400,0019,,0001
248,TUB,801200,001,368300,0019,,0001
249,TUB,801400,001,471250,0019,,0001
250,TUB,801600,001,599300,0019,,0001
251,TUB,801800,001,785900,0019,,0001
252,TUB,802000,001,1004200,0019,,0001
253,TUB,530112,001,11000,0019,,0001
254,TUB,530200,001,16800,0019,,0001
255,TUB,530212,001,16300,0019,,0001
256,TUB,530212,002,19500,0019,,0001
257,TUB,530300,001,24470,0019,,0001
258,TUB,530300,002,27000,0019,,0001
259,TUB,530400,001,36790,0019,,0001
260,TUB,530400,002,41860,0019,,0001
261,TUB,530400,003,43000,0019,,0001
262,TUB,530412,001,36000,0019,,0001
263,TUB,530412,002,38000,0019,,0001
264,TUB,530500,001,48000,0019,,0001
265,TUB,530512,001,54760,0019,,0001
266,TUB,530600,001,58000,0019,,0001
267,TUB,530800,001,86900,0019,,0001
268,TUB,AN0012,001,2610,0019,,0001
269,TUB,AN0100,001,12504,0019,,0001
270,TUB,AN0100,002,3540,0019,,0001
271,TUB,AN0112,001,13200,0019,,0001
272,TUB,AN0112,002,6000,0019,,0001
273,TUB,AN0114,001,12960,0019,,0001
274,TUB,AN0114,002,5500,0019,,0001
275,TUB,AN0200,001,13630,0019,,0001
276,TUB,AN0200,002,6500,0019,,0001
277,TUB,AN0212,001,13960,0019,,0001
278,TUB,AN0212,002,8700,0019,,0001
279,TUB,AN0300,001,15390,0019,,0001
280,TUB,AN0300,002,10057,0019,,0001
281,TUB,AN0400,001,17205,0019,,0001
282,TUB,AN0400,002,24680,0019,,0001
283,TUB,AN0600,001,19340,0019,,0001
284,TUB,AN0600,002,26400,0019,,0001
285,TUB,AN0800,001,22360,0019,,0001
286,TUB,AN0800,002,29470,0019,,0001
287,TUB,AN1000,001,34100,0019,,0001
288,RED,102000,001,7.1,0020,,0001
289,RED,102000,002,10.2,0020,,0001
290,RED,102000,003,13.61,0020,,0001
291,RED,102000,004,17.56,0020,,0001
292,RED,102000,005,27.65,0020,,0001
293,RED,102000,006,39.5,0020,,0001
294,RED,102000,007,69.36,0020,,0001
295,RED,102000,008,98.4,0020,,0001
296,RED,102000,009,150,0020,,0001
297,RED,102000,010,212.05,0020,,0001
298,RED,102000,011,298.65,0020,,0001
299,RED,102000,012,352,0020,,0001
300,RED,102000,013,498.5,0020,,0001
301,RED,102000,014,650,0020,,0001
302,RED,102000,015,856.8,0020,,0001
303,RED,102000,016,1239.5,0020,,0001
304,RED,102000,017,1387.32,0020,,0001
305,RED,104500,001,8.65,0020,,0001
306,RED,104500,002,11,0020,,0001
307,RED,104500,003,14.1,0020,,0001
308,RED,104500,004,19.5,0020,,0001
309,RED,104500,005,26.37,0020,,0001
310,RED,104500,006,42.1,0020,,0001
311,RED,104500,007,68.31,0020,,0001
312,RED,104500,008,105.7,0020,,0001
313,RED,104500,009,152,0020,,0001
314,RED,104500,010,220.3,0020,,0001
315,RED,104500,011,290,0020,,0001
316,RED,104500,012,342.7,0020,,0001
317,RED,104500,013,498.5,0020,,0001
318,RED,104500,014,660,0020,,0001
319,RED,104500,015,856.8,0020,,0001
320,RED,104500,016,1250,0020,,0001
321,RED,104500,017,1386,0020,,0001
322,RED,006400,001,15.6,0020,,0001
323,RED,006400,002,47.8,0020,,0001
324,RED,006400,003,62.43,0020,,0001
325,RED,006400,004,97.54,0020,,0001
326,RED,006400,005,140.4,0020,,0001
327,RED,006400,006,249.7,0020,,0001
328,ROS,GR0200,001,0,0020,,0001
329,ROS,GR0200,002,0,0020,,0001
330,ROS,GR0200,003,0,0020,,0001
331,ROS,GR0200,004,0,0020,,0001
332,ROS,GR0200,005,0,0020,,0001
333,ROS,GR0200,006,0,0020,,0001
334,ROS,GR0200,007,0,0020,,0001
335,ROS,GR0200,008,0,0020,,0001
336,ROS,GR0200,009,0,0020,,0001
337,ROS,GR0200,010,0,0020,,0001
338,ROS,GR0500,001,0,0020,,0001
339,ROS,GR0500,002,0,0020,,0001
340,ROS,GR0500,003,0,0020,,0001
341,ROS,GR0500,004,0,0020,,0001
342,ROS,GR0500,005,0,0020,,0001
343,ROS,GR0500,006,0,0020,,0001
344,ROS,GR0500,007,0,0020,,0001
345,ROS,GR0500,008,0,0020,,0001
346,ROS,GR0500,009,0,0020,,0001
347,ROS,GR0500,010,0,0020,,0001
348,ROS,GR0800,001,0,0020,,0001
349,ROS,GR0800,002,0,0020,,0001
350,ROS,GR0800,003,0,0020,,0001
351,ROS,GR0800,004,0,0020,,0001
352,ROS,GR0800,005,0,0020,,0001
353,ROS,GR0800,006,0,0020,,0001
354,ROS,GR0800,007,0,0020,,0001
355,ROS,GR0800,008,0,0020,,0001
356,ROS,GR0800,009,0,0020,,0001
357,ROS,GR0800,010,0,0020,,0001
358,HEX,12L140,001,0,0020,,0001
359,HEX,12L140,002,0,0020,,0001
360,HEX,12L140,003,0,0020,,0001
361,HEX,12L140,004,0,0020,,0001
362,HEX,12L140,005,0,0020,,0001
363,HEX,12L140,006,0,0020,,0001
364,HEX,IN0000,001,0,0020,,0001
365,HEX,IN0000,002,0,0020,,0001
366,HEX,IN0000,003,0,0020,,0001
367,HEX,IN0000,004,0,0020,,0001
368,HEX,IN0000,005,0,0020,,0001
369,HEX,IN0000,006,0,0020,,0001
370,HEX,101600,001,0,0020,,0001
371,HEX,101600,002,0,0020,,0001
372,HEX,101600,003,0,0020,,0001
373,HEX,101600,004,0,0020,,0001
374,HEX,101600,005,0,0020,,0001
375,HEX,101600,006,0,0020,,0001
376,CUA,102000,001,0,0020,,0001
377,CUA,102000,002,0,0020,,0001
378,CUA,102000,003,0,0020,,0001
379,CUA,102000,004,0,0020,,0001
380,CUA,102000,005,0,0020,,0001
381,CUA,102000,006,0,0020,,0001
382,CUA,102000,007,0,0020,,0001
383,CUA,102000,008,0,0020,,0001
384,CUA,102000,009,0,0020,,0001
385,CUA,102000,010,0,0020,,0001
386,CUA,102000,011,0,0020,,0001
387,CUA,102000,012,0,0020,,0001
388,CUA,102000,013,0,0020,,0001
389,CUA,102000,014,0,0020,,0001
390,CUA,102000,015,0,0020,,0001
391,RDM,600000,001,40000,0022,,0001
392,RDM,600200,001,12300,0022,,0001
393,RDM,600400,001,2200,0022,,0001
394,RDM,600500,001,13500,0022,,0001
395,RDM,600600,001,5500,0022,,0001
396,RDM,600600,002,5500,0022,,0001
397,RDM,600700,001,16400,0022,,0001
398,RDM,620400,001,2500,0022,,0001
399,RDM,620400,002,4650,0022,,0001
400,RDM,620400,003,2600,0022,,0001
401,RDM,620500,001,2800,0022,,0001
402,RDM,620500,002,7300,0022,,0001
403,RDM,620500,003,3400,0022,,0001
404,RDM,620500,004,3200,0022,,0001
405,RDM,620600,001,7600,0022,,0001
406,RDM,620600,002,6500,0022,,0001
407,RDM,620600,003,11400,0022,,0001
408,RDM,630400,001,6300,0022,,0001
409,RDM,630400,002,3300,0022,,0001
410,RDM,630400,003,2250,0022,,0001
411,RDM,630400,004,4200,0022,,0001
412,RDM,630400,005,12500,0022,,0001
413,RDM,630400,006,3100,0022,,0001
414,RDM,630600,001,14800,0022,,0001
415,RDM,630900,001,40200,0022,,0001
416,RTN,020047,001,0,0022,,0001
417,RTN,020052,001,0,0022,,0001
418,RTN,025052,001,0,0022,,0001
419,RTN,060100,001,0,0022,,0001
420,RTN,070100,001,0,0022,,0001
421,RTN,075095,001,0,0022,,0001
422,RTN,080110,001,0,0022,,0001
423,RTN,110130,001,0,0022,,0001
424,RTN,135170,001,0,0022,,0001
425,MAZ,008947,001,7738,0022,,0001
426,MAZ,008952,001,10961,0022,,0001
427,MAZ,010147,001,9792,0022,,0001
428,MAZ,013347,001,11804,0022,,0001
429,MAZ,013352,001,14749,0022,,0001
430,MAZ,015962,001,23968,0022,,0001
431,SEL,LA0001,001,0,0022,,0001
432,SEL,LA0001,001,0,0022,,0001
433,SEL,LA0001,001,0,0022,,0001
434,SEL,LA0001,001,0,0022,,0001
435,SEL,LA0001,001,0,0022,,0001
436,SEL,LA0001,001,0,0022,,0001
437,SEL,LA0001,001,0,0022,,0001
438,SEL,LA0001,001,0,0022,,0001
439,SEL,LA0001,001,0,0022,,0001
440,SEL,LA0001,001,0,0022,,0001
441,SOP,FY0000,001,25000,0022,,0001
442,SOP,FY0000,002,28000,0022,,0001
443,SOP,FY0000,003,32680,0022,,0001
444,SOP,FY0000,004,34300,0022,,0001
445,SOP,FY0000,005,45000,0022,,0001
446,SOP,FY0000,006,52460,0022,,0001
447,SOP,SN0000,001,226000,0022,,0001
448,SOP,SN0000,002,235600,0022,,0001
449,SOP,SNH000,001,216000,0022,,0001
450,SOP,SNH000,002,496000,0022,,0001
451,SOP,SY0000,001,40000,0022,,0001
452,SOP,SY0000,002,44500,0022,,0001
453,SOP,SY0000,003,32700,0022,,0001
454,SOP,SY0000,004,36000,0022,,0001
455,SOP,SY0000,005,38500,0022,,0001
456,SOP,SY0000,006,41200,0022,,0001
457,SOP,SY0000,007,45000,0022,,0001
458,SOP,SY0000,008,55600,0022,,0001
459,SOP,SY0000,009,63000,0022,,0001
460,SOP,SY0000,010,86400,0022,,0001
461,SOP,SY0000,011,117500,0022,,0001
462,SOP,SY0000,012,102760,0022,,0001
463,SOP,SY0000,013,56900,0022,,0001
464,SOP,SY0000,014,63890,0022,,0001
465,SOP,SY0000,015,77640,0022,,0001
466,SOP,SY0000,016,66700,0022,,0001
467,SOP,SY0000,017,181500,0022,,0001
468,SOP,SY0000,018,132000,0022,,0001
469,SOP,SY0000,019,189000,0022,,0001
470,SOP,SY0000,020,342000,0022,,0001
471,CIM,060089,001,2370,0022,,0001
472,CIM,060102,001,3447,0022,,0001
473,CIM,073114,001,3506,0022,,0001
474,CIM,089127,001,4786,0022,,0001
475,CIM,089133,001,6143,0022,,0001
476,CIM,089152,001,7369,0022,,0001
477,CIN,200000,001,110285,0019,,0001
478,CIN,240000,001,119292,0019,,0001
479,CIN,300000,001,153283,0019,,0001
480,CIN,300000,002,149115,0019,,0001
481,CIN,360000,001,195560,0019,,0001
482,CIN,360000,002,200918,0019,,0001
483,CIN,420000,001,231598,0019,,0001
484,CIN,480000,001,251140,0019,,0001
485,GUD,380000,001,17560,0019,,0001
486,GUD,380000,002,26350,0019,,0001
487,GUD,380000,003,35135,0019,,0001
488,REV,LE0038,001,0,0021,,0001
489,REV,LE0012,001,0,0021,,0001
490,REV,LE0034,001,0,0021,,0001
491,REV,LE0078,001,0,0021,,0001
492,REV,LR0038,001,0,0021,,0001
493,REV,LR0012,001,0,0021,,0001
494,REV,LR0034,001,0,0021,,0001
495,REV,LR0078,001,0,0021,,0001
496,EST,CB2018,001,173017,0022,,0001
497,EST,CB2024,001,188570,0022,,0001
498,EST,CB2030,001,202178,0022,,0001
499,EST,CB2036,001,219673,0022,,0001
500,EST,CB3518,001,173017,0022,,0001
501,EST,CB3524,001,188570,0022,,0001
502,EST,CB3530,001,202178,0022,,0001
503,EST,CB3536,001,219673,0022,,0001
504,EST,CC2018,001,219197,0022,,0001
505,EST,CC2024,001,223562,0022,,0001
506,EST,CC2030,001,243002,0022,,0001
507,EST,CC2036,001,258554,0022,,0001
508,EST,CC2042,001,276049,0022,,0001
509,EST,CC2048,001,293546,0022,,0001
510,EST,CC2054,001,347978,0022,,0001
511,EST,CC2060,001,431571,0022,,0001
512,EST,CC3518,001,219160,0022,,0001
513,EST,CC3524,001,223562,0022,,0001
514,EST,CC3530,001,243002,0022,,0001
515,EST,CC3536,001,258554,0022,,0001
516,EST,CC3542,001,276049,0022,,0001
517,EST,CC3548,001,293546,0022,,0001
518,EST,CC3554,001,347978,0022,,0001
519,EST,CC3560,001,431571,0022,,0001
520,EST,CI2024,001,540436,0022,,0001
521,EST,CI2030,001,583205,0022,,0001
522,EST,CI2036,001,627916,0022,,0001
523,EST,CI2042,001,670684,0022,,0001
524,EST,CI2048,001,713453,0022,,0001
525,EST,CI2060,001,981727,0022,,0001
526,EST,CI3024,001,540436,0022,,0001
527,EST,CI3030,001,583205,0022,,0001
528,EST,CI3036,001,627916,0022,,0001
529,EST,CI3042,001,670684,0022,,0001
530,EST,CI3048,001,713453,0022,,0001
531,MGT,200000,001,0,0022,,0001
532,MGT,200316,001,0,0022,,0001
533,MGT,200014,001,0,0022,,0001
534,MGT,200716,001,0,0022,,0001
535,MGT,200012,001,0,0022,,0001
536,MGT,200034,001,0,0022,,0001
